height,weight,male,earn,earnk,ethnicity,education,mother_education,father_education,walk,exercise,smokenow,tense,angry,age
67,150.0,1,25000.0,25.0,Hispanic,12.0,12.0,12.0,8,4,2.0,1.0,1.0,23
64,135.0,0,15000.0,15.0,Hispanic,11.0,11.0,11.0,8,6,2.0,0.0,0.0,21
71,172.0,1,22000.0,22.0,Hispanic,14.0,14.0,13.7,7,2,1.0,0.0,0.0,28
63,128.0,0,0.0,0.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,29
73,190.0,1,35000.0,35.0,White,12.0,13.6,13.7,3,3,2.0,0.0,0.0,30
64,140.0,0,18000.0,18.0,Black,15.0,13.6,15.0,1,6,2.0,0.0,0.0,46
68,150.0,1,35000.0,35.0,White,14.0,14.0,14.0,7,5,1.0,0.0,0.0,37
64,115.0,0,16400.0,16.4,Black,12.0,12.0,12.0,4,1,2.0,5.0,5.0,21
66,135.0,1,22000.0,22.0,Black,16.0,16.0,16.0,1,1,1.0,1.0,1.0,37
67,128.0,0,30000.0,30.0,White,16.0,13.6,13.7,4,1,2.0,0.0,0.0,58
64,135.0,0,17000.0,17.0,Hispanic,12.0,12.0,12.0,4,5,2.0,2.0,2.0,27
64,147.0,0,25000.0,25.0,Black,14.0,14.0,14.0,8,6,2.0,7.0,7.0,36
62,138.0,0,10000.0,10.0,White,12.0,12.0,12.0,6,1,1.0,3.0,3.0,51
69,180.0,1,40000.0,40.0,White,12.0,12.0,12.0,1,3,2.0,1.0,1.0,37
63,125.0,0,12500.0,12.5,White,12.0,12.0,12.0,2,1,2.0,0.0,0.0,63
63,180.0,0,15000.0,15.0,White,12.0,13.6,13.7,1,1,2.0,0.0,0.0,77
63,135.0,0,10000.0,10.0,White,12.0,12.0,13.7,7,3,2.0,7.0,7.0,30
72,195.0,1,35000.0,35.0,White,15.0,13.6,13.7,1,1,2.0,3.0,3.0,45
61,93.0,0,0.0,0.0,Hispanic,16.0,16.0,16.0,8,6,2.0,2.0,2.0,23
75,202.0,1,105000.0,105.0,White,12.0,12.0,12.0,2,2,1.0,1.0,1.0,49
71,160.0,1,25000.0,25.0,White,12.0,12.0,12.0,2,1,1.0,1.0,1.0,27
70,170.0,1,100000.0,100.0,White,18.0,18.0,18.0,8,7,2.0,1.0,1.0,40
60,130.0,0,25000.0,25.0,White,12.0,13.6,13.7,1,1,1.0,0.0,0.0,61
69,158.0,1,21000.0,21.0,White,12.0,13.6,12.0,1,1,1.0,0.0,0.0,51
64,200.0,0,10000.0,10.0,White,14.0,14.0,14.0,1,1,2.0,7.0,7.0,56
72,222.0,1,33000.0,33.0,White,12.0,12.0,12.0,2,1,1.0,3.0,3.0,26
69,149.0,1,26000.0,26.0,White,18.0,18.0,18.0,1,7,2.0,0.0,0.0,25
63,136.0,0,60000.0,60.0,White,10.0,10.0,13.7,7,1,2.0,0.0,0.0,78
64,110.0,0,15000.0,15.0,White,16.0,16.0,16.0,8,5,2.0,0.0,0.0,84
71,235.0,1,18000.0,18.0,White,16.0,16.0,16.0,7,7,2.0,1.0,1.0,45
59,105.0,0,15000.0,15.0,White,8.0,13.6,13.7,8,1,1.0,0.0,0.0,61
68,170.0,1,5000.0,5.0,White,13.0,13.0,13.0,6,4,2.0,0.0,0.0,20
77,270.0,1,60000.0,60.0,White,17.0,17.0,17.0,8,2,2.0,0.0,0.0,42
68,150.0,0,12000.0,12.0,White,14.0,14.0,14.0,8,1,2.0,3.0,3.0,69
70,140.0,1,28000.0,28.0,Black,18.0,18.0,18.0,8,1,2.0,0.0,0.0,38
69,154.0,1,42000.0,42.0,White,18.0,18.0,18.0,5,6,1.0,0.0,0.0,43
63,103.0,0,2000.0,2.0,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,33
65,147.0,0,10000.0,10.0,White,16.0,16.0,16.0,1,1,2.0,1.0,1.0,54
73,190.0,1,20000.0,20.0,Black,18.0,18.0,18.0,8,6,2.0,0.0,0.0,33
66,145.0,1,28000.0,28.0,Other,15.0,15.0,15.0,8,1,2.0,0.0,0.0,40
72,212.0,1,10000.0,10.0,Black,17.0,17.0,17.0,4,2,1.0,0.0,0.0,62
66,164.0,1,0.0,0.0,White,16.0,13.6,13.7,8,1,2.0,0.0,0.0,65
72,161.0,1,31000.0,31.0,Black,12.0,12.0,12.0,8,6,1.0,7.0,7.0,31
69,172.0,0,17000.0,17.0,Black,13.0,13.0,13.0,7,1,2.0,4.0,4.0,37
67,220.0,0,16000.0,16.0,White,12.0,13.6,13.7,4,1,2.0,3.0,3.0,39
66,170.0,0,35000.0,35.0,White,15.0,15.0,15.0,8,1,2.0,0.0,0.0,38
67,111.0,0,3000.0,3.0,White,12.0,12.0,12.0,4,1,1.0,7.0,7.0,26
68,149.0,0,5000.0,5.0,White,11.0,11.0,11.0,7,6,1.0,1.0,1.0,78
72,155.0,1,25000.0,25.0,White,10.0,13.6,13.7,1,1,1.0,0.0,0.0,51
68,150.0,0,16000.0,16.0,White,18.0,18.0,18.0,8,6,2.0,4.0,4.0,39
65,120.0,0,35000.0,35.0,Black,15.0,15.0,15.0,8,7,2.0,3.0,3.0,42
62,140.0,0,27000.0,27.0,Black,17.0,17.0,17.0,5,1,2.0,0.0,0.0,33
69,155.0,1,25000.0,25.0,White,17.0,17.0,17.0,5,5,2.0,1.0,1.0,29
62,200.0,0,0.0,0.0,White,14.0,14.0,14.0,8,1,2.0,1.0,1.0,78
70,145.0,1,40000.0,40.0,White,16.0,16.0,16.0,4,4,1.0,1.0,1.0,41
66,151.0,0,45000.0,45.0,White,16.0,16.0,16.0,5,2,2.0,0.0,0.0,43
66,185.0,1,14000.0,14.0,White,12.0,12.0,13.7,7,1,2.0,2.0,2.0,23
66,200.0,0,25000.0,25.0,White,14.0,14.0,14.0,8,1,1.0,0.0,0.0,37
72,230.0,1,40000.0,40.0,White,12.0,12.0,12.0,7,5,2.0,0.0,0.0,42
69,187.0,1,34000.0,34.0,White,12.0,13.6,13.7,6,1,1.0,0.0,0.0,35
66,205.0,1,40000.0,40.0,White,12.0,13.6,12.0,7,2,2.0,0.0,0.0,34
71,190.0,1,25000.0,25.0,White,16.0,16.0,16.0,6,1,2.0,0.0,0.0,83
69,165.0,1,35000.0,35.0,White,14.0,14.0,14.0,1,7,2.0,0.0,0.0,28
60,104.0,0,12000.0,12.0,Hispanic,12.0,12.0,12.0,8,1,1.0,0.0,0.0,51
65,156.3,0,30000.0,30.0,White,17.0,17.0,17.0,8,3,2.0,4.0,4.0,43
62,180.0,0,23000.0,23.0,White,12.0,12.0,12.0,2,1,1.0,6.0,6.0,40
67,150.0,0,2000.0,2.0,White,12.0,12.0,12.0,4,2,2.0,3.0,3.0,30
67,175.0,1,20000.0,20.0,White,14.0,14.0,14.0,8,6,1.0,0.0,0.0,25
68,240.0,0,10000.0,10.0,Black,9.0,9.0,13.7,3,1,2.0,0.0,0.0,62
65,175.0,0,0.0,0.0,Black,6.0,13.6,13.7,1,1,2.0,4.0,4.0,67
63,115.0,0,25000.0,25.0,White,16.0,16.0,16.0,2,1,2.0,0.0,0.0,33
64,210.0,0,5000.0,5.0,Other,12.0,12.0,12.0,1,1,2.0,7.0,7.0,19
66,150.0,0,5000.0,5.0,Black,11.0,13.6,13.7,8,1,1.0,0.0,0.0,64
66,160.0,0,60000.0,60.0,Black,16.0,16.0,16.0,8,1,2.0,0.0,0.0,43
74,170.0,1,12000.0,12.0,Black,16.0,16.0,13.7,4,1,1.0,3.0,3.0,41
65,157.0,0,25000.0,25.0,White,18.0,18.0,18.0,2,1,2.0,1.0,1.0,61
63,180.0,0,22000.0,22.0,Black,14.0,14.0,14.0,2,1,2.0,0.0,0.0,73
62,130.0,0,0.0,0.0,White,12.0,12.0,12.0,4,1,1.0,2.0,2.0,38
68,165.0,1,8000.0,8.0,White,17.0,17.0,17.0,2,2,2.0,0.0,0.0,25
68,156.3,0,5000.0,5.0,White,17.0,17.0,17.0,8,7,2.0,0.0,0.0,22
66,124.0,0,2000.0,2.0,White,16.0,16.0,16.0,7,6,2.0,1.0,1.0,21
64,110.0,0,5000.0,5.0,White,14.0,14.0,14.0,8,2,2.0,0.0,0.0,30
61,130.0,0,10000.0,10.0,White,13.0,13.0,13.0,7,1,2.0,0.0,0.0,20
65,122.0,0,18600.0,18.6,White,16.0,16.0,16.0,6,6,2.0,0.0,0.0,26
62,120.0,0,20000.0,20.0,White,14.0,14.0,14.0,8,7,2.0,0.0,0.0,20
73,200.0,1,100000.0,100.0,White,18.0,18.0,18.0,2,1,2.0,0.0,0.0,37
62,135.0,0,50000.0,50.0,White,15.0,15.0,15.0,1,1,1.0,2.0,2.0,40
70,170.0,1,27000.0,27.0,White,12.0,12.0,12.0,6,5,2.0,1.0,1.0,42
58,100.0,0,1000.0,1.0,Black,12.0,12.0,12.0,8,1,1.0,0.0,0.0,58
68,145.0,1,18000.0,18.0,White,12.0,12.0,12.0,4,2,1.0,4.0,4.0,20
67,140.0,0,17000.0,17.0,White,14.0,14.0,14.0,4,1,1.0,7.0,7.0,23
64,180.0,0,10000.0,10.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,74
70,208.0,1,14000.0,14.0,White,14.0,13.6,13.7,1,1,2.0,0.0,0.0,35
72,200.0,1,7200.0,7.2,White,14.0,13.6,13.7,8,1,1.0,0.0,0.0,66
63,130.0,0,0.0,0.0,Other,8.0,8.0,8.0,4,1,1.0,3.0,3.0,52
63,112.0,0,33000.0,33.0,White,17.0,17.0,17.0,7,2,2.0,0.0,0.0,39
66,180.0,1,23000.0,23.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,34
65,138.0,0,10000.0,10.0,White,12.0,12.0,12.0,4,1,2.0,0.0,0.0,41
61,124.0,1,22000.0,22.0,White,12.0,12.0,12.0,2,6,2.0,2.0,2.0,24
61,110.0,0,13000.0,13.0,Hispanic,12.0,12.0,13.7,7,1,2.0,2.0,2.0,19
67,150.0,0,33000.0,33.0,White,12.0,12.0,12.0,8,6,2.0,3.0,3.0,31
73,250.0,1,36000.0,36.0,White,12.0,12.0,12.0,7,1,1.0,0.0,0.0,36
66,180.0,0,10000.0,10.0,Black,10.0,13.6,10.0,8,1,2.0,0.0,0.0,64
71,185.0,0,10000.0,10.0,Black,14.0,14.0,14.0,4,1,2.0,0.0,0.0,32
64,145.0,0,6000.0,6.0,White,12.0,12.0,12.0,5,3,2.0,1.0,1.0,60
70,199.0,1,25000.0,25.0,White,11.0,13.6,13.7,8,1,2.0,0.0,0.0,63
67,165.0,0,12000.0,12.0,White,12.0,12.0,12.0,8,5,2.0,3.0,3.0,43
62,190.0,0,10000.0,10.0,White,11.0,13.6,13.7,5,1,1.0,1.0,1.0,47
67,131.0,0,21000.0,21.0,White,12.0,12.0,12.0,6,1,2.0,2.0,2.0,45
69,210.0,1,26000.0,26.0,White,12.0,12.0,12.0,5,1,2.0,1.0,1.0,32
66,170.0,0,22000.0,22.0,Black,12.0,12.0,12.0,8,1,1.0,0.0,0.0,50
66,155.0,0,23000.0,23.0,Black,15.0,15.0,15.0,4,1,2.0,0.0,0.0,54
66,150.0,1,20000.0,20.0,White,15.0,15.0,15.0,8,7,2.0,1.0,1.0,24
66,130.0,0,10000.0,10.0,White,13.0,13.0,13.0,4,1,2.0,0.0,0.0,38
64,137.0,0,15000.0,15.0,White,12.0,13.6,13.7,2,1,2.0,0.0,0.0,71
72,190.0,1,7000.0,7.0,Black,14.0,14.0,14.0,5,5,2.0,1.0,1.0,24
64,195.0,0,15000.0,15.0,White,12.0,12.0,12.0,7,1,2.0,2.0,2.0,38
64,170.0,0,0.0,0.0,White,12.0,12.0,12.0,6,1,2.0,2.0,2.0,60
65,160.0,0,26000.0,26.0,White,16.0,16.0,16.0,1,1,1.0,0.0,0.0,34
72,150.0,1,10000.0,10.0,White,11.0,11.0,11.0,7,5,1.0,0.0,0.0,31
63,150.0,0,0.0,0.0,White,8.0,8.0,8.0,1,1,2.0,0.0,0.0,57
71,185.0,1,3000.0,3.0,White,14.0,14.0,14.0,8,5,2.0,1.0,1.0,20
64,135.0,0,27000.0,27.0,Hispanic,17.0,17.0,17.0,2,2,2.0,1.0,1.0,41
70,190.0,1,25000.0,25.0,Black,16.0,16.0,16.0,5,4,1.0,0.0,0.0,52
66,125.0,0,35000.0,35.0,White,18.0,18.0,18.0,8,1,2.0,0.0,0.0,39
64,112.0,0,28000.0,28.0,White,17.0,17.0,17.0,5,7,2.0,7.0,7.0,25
69,154.0,0,25000.0,25.0,White,12.0,12.0,12.0,1,7,1.0,1.0,1.0,22
67,123.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,6,2.0,1.0,1.0,27
75,178.0,1,55000.0,55.0,White,18.0,18.0,18.0,8,7,2.0,0.0,0.0,30
66,125.0,0,20000.0,20.0,Hispanic,17.0,17.0,17.0,8,7,2.0,0.0,0.0,26
67,125.0,0,8500.0,8.5,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,44
68,132.0,0,0.0,0.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,58
67,142.0,0,15000.0,15.0,White,13.0,13.0,13.0,5,2,1.0,0.0,0.0,31
75,214.0,1,30000.0,30.0,Black,8.0,13.6,13.7,6,5,1.0,0.0,0.0,41
71,175.0,1,30000.0,30.0,White,16.0,16.0,16.0,1,1,2.0,0.0,0.0,30
62,175.0,0,0.0,0.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,66
68,180.0,0,5000.0,5.0,White,13.0,13.0,13.0,6,7,2.0,2.0,2.0,54
67,124.0,0,5000.0,5.0,White,14.0,14.0,14.0,2,3,1.0,0.0,0.0,18
68,135.0,0,20000.0,20.0,White,12.0,12.0,12.0,7,7,2.0,1.0,1.0,31
70,183.0,0,20000.0,20.0,White,15.0,13.6,15.0,7,1,2.0,1.0,1.0,57
70,151.0,1,22000.0,22.0,White,6.0,6.0,6.0,5,1,2.0,0.0,0.0,75
67,145.0,1,25000.0,25.0,White,16.0,16.0,16.0,1,6,2.0,0.0,0.0,26
64,122.0,0,0.0,0.0,White,16.0,16.0,16.0,1,1,1.0,0.0,0.0,62
64,140.0,0,5000.0,5.0,Black,12.0,13.6,13.7,7,2,2.0,3.0,3.0,33
65,120.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,1,1.0,0.0,0.0,64
71,160.0,1,3000.0,3.0,White,8.0,8.0,8.0,8,4,2.0,2.0,2.0,22
63,137.0,0,16000.0,16.0,White,12.0,12.0,12.0,6,1,1.0,0.0,0.0,49
70,175.0,1,30000.0,30.0,White,14.0,14.0,14.0,8,6,2.0,1.0,1.0,27
64,126.0,0,0.0,0.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,57
61,148.0,0,10000.0,10.0,Black,12.0,12.0,13.7,1,1,2.0,0.0,0.0,39
65,162.0,0,15000.0,15.0,Black,12.0,12.0,12.0,1,5,2.0,7.0,7.0,28
67,170.0,1,28000.0,28.0,White,12.0,12.0,12.0,1,2,2.0,0.0,0.0,46
67,150.0,0,15000.0,15.0,White,12.0,13.6,13.7,2,2,2.0,2.0,2.0,45
68,156.3,0,15000.0,15.0,White,12.0,12.0,12.0,6,1,2.0,3.0,3.0,69
59,110.0,0,5000.0,5.0,White,6.0,13.6,13.7,8,1,2.0,0.0,0.0,76
63,135.0,0,5000.0,5.0,White,12.0,13.6,13.7,7,7,1.0,7.0,7.0,53
65,153.0,1,31500.0,31.5,White,14.0,14.0,14.0,2,4,2.0,0.0,0.0,35
66,168.0,1,95000.0,95.0,White,18.0,18.0,18.0,7,2,2.0,3.0,3.0,52
68,160.0,1,45000.0,45.0,White,17.0,17.0,17.0,7,1,1.0,0.0,0.0,61
69,150.0,0,20000.0,20.0,White,12.0,13.6,13.7,4,1,2.0,0.0,0.0,53
67,145.0,1,38000.0,38.0,White,12.0,12.0,12.0,1,2,1.0,7.0,7.0,40
72,250.0,1,10000.0,10.0,White,8.0,8.0,13.7,8,1,2.0,0.0,0.0,70
63,139.0,0,15000.0,15.0,White,16.0,16.0,16.0,7,1,2.0,0.0,0.0,73
74,199.0,1,30000.0,30.0,White,12.0,12.0,12.0,8,1,2.0,5.0,5.0,41
74,225.0,1,35900.0,35.9,White,16.0,16.0,16.0,4,6,2.0,0.0,0.0,42
66,104.0,0,12000.0,12.0,White,13.0,13.0,13.7,1,7,2.0,1.0,1.0,22
72,165.0,1,15000.0,15.0,White,15.0,15.0,15.0,2,1,2.0,7.0,7.0,35
69,115.0,0,10000.0,10.0,White,16.0,16.0,16.0,2,2,1.0,0.0,0.0,25
66,150.0,0,45000.0,45.0,White,18.0,18.0,18.0,7,5,2.0,0.0,0.0,44
62,175.0,0,5000.0,5.0,White,12.0,12.0,12.0,4,5,2.0,3.0,3.0,19
68,130.0,1,5000.0,5.0,White,11.0,11.0,11.0,8,1,1.0,0.0,0.0,25
74,185.0,1,40000.0,40.0,White,16.0,16.0,16.0,8,6,2.0,0.0,0.0,56
72,180.0,1,21500.0,21.5,White,12.0,12.0,12.0,8,6,1.0,4.0,4.0,27
66,132.0,1,14000.0,14.0,White,12.0,13.6,13.7,8,1,1.0,4.0,4.0,62
67,175.0,1,38000.0,38.0,Other,17.0,17.0,17.0,7,4,2.0,0.0,0.0,54
65,130.0,0,1000.0,1.0,White,12.0,12.0,12.0,8,7,2.0,0.0,0.0,18
66,240.0,1,14000.0,14.0,White,12.0,12.0,13.7,8,1,2.0,4.0,4.0,73
65,130.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,2,1.0,1.0,1.0,31
64,110.0,0,15000.0,15.0,White,16.0,16.0,16.0,6,2,1.0,0.0,0.0,23
62,132.0,0,0.0,0.0,Hispanic,12.0,13.6,13.7,8,1,2.0,0.0,0.0,63
64,160.0,0,25000.0,25.0,White,12.0,13.6,13.7,4,1,2.0,0.0,0.0,70
68,145.0,0,24000.0,24.0,White,13.0,13.0,13.0,7,6,2.0,0.0,0.0,42
64,130.0,0,4500.0,4.5,White,16.0,16.0,16.0,8,4,1.0,4.0,4.0,23
64,127.0,0,18000.0,18.0,White,16.0,16.0,16.0,7,5,2.0,0.0,0.0,63
64,115.0,0,35000.0,35.0,White,12.0,12.0,12.0,8,7,2.0,0.0,0.0,19
63,100.0,0,14000.0,14.0,White,12.0,13.6,12.0,2,2,2.0,0.0,0.0,20
69,160.0,0,10000.0,10.0,White,12.0,12.0,12.0,1,1,2.0,7.0,7.0,28
67,150.0,0,9500.0,9.5,White,12.0,12.0,12.0,2,1,1.0,1.0,1.0,32
63,140.0,0,11000.0,11.0,White,15.0,15.0,15.0,1,1,2.0,0.0,0.0,66
67,140.0,1,17000.0,17.0,White,12.0,12.0,12.0,8,5,2.0,0.0,0.0,67
60,130.0,0,6000.0,6.0,White,13.0,13.0,13.0,8,6,2.0,0.0,0.0,28
62,140.0,0,2500.0,2.5,White,11.0,13.6,13.7,8,1,2.0,0.0,0.0,58
72,163.0,1,40000.0,40.0,White,16.0,16.0,16.0,7,5,2.0,0.0,0.0,41
67,190.0,0,0.0,0.0,White,14.0,14.0,14.0,6,5,2.0,2.0,2.0,35
67,165.0,1,25000.0,25.0,White,16.0,16.0,16.0,8,2,2.0,1.0,1.0,39
68,170.0,0,15000.0,15.0,White,13.0,13.0,13.0,8,1,2.0,2.0,2.0,65
66,170.0,0,28000.0,28.0,Black,15.0,15.0,15.0,8,2,1.0,0.0,0.0,60
66,136.0,0,33000.0,33.0,Black,12.0,12.0,12.0,8,1,2.0,1.0,1.0,45
68,210.0,0,5000.0,5.0,White,16.0,16.0,16.0,8,4,2.0,0.0,0.0,62
60,149.0,0,4000.0,4.0,White,8.0,13.6,13.7,8,1,2.0,7.0,7.0,64
67,150.0,0,0.0,0.0,White,12.0,12.0,13.7,8,6,1.0,7.0,7.0,29
65,130.0,1,4100.0,4.1,White,16.0,16.0,16.0,5,2,1.0,0.0,0.0,30
60,89.0,1,5000.0,5.0,White,11.0,11.0,13.7,1,1,2.0,0.0,0.0,76
69,135.0,0,25000.0,25.0,White,12.0,12.0,12.0,1,1,2.0,0.0,0.0,82
72,205.0,1,32000.0,32.0,White,12.0,12.0,13.7,2,7,2.0,0.0,0.0,28
65,170.0,1,15000.0,15.0,Hispanic,9.0,9.0,9.0,8,1,1.0,0.0,0.0,40
69,170.0,1,15000.0,15.0,White,14.0,14.0,14.0,7,3,1.0,0.0,0.0,38
64,140.0,0,13000.0,13.0,White,8.0,13.6,13.7,8,1,1.0,0.0,0.0,58
64,150.0,1,8000.0,8.0,Hispanic,8.0,8.0,8.0,1,4,2.0,0.0,0.0,27
62,100.0,0,0.0,0.0,Other,17.0,17.0,17.0,1,1,2.0,3.0,3.0,26
65,170.0,0,0.0,0.0,White,13.0,13.0,13.0,5,4,2.0,0.0,0.0,56
64,125.0,0,17000.0,17.0,White,12.0,12.0,12.0,8,2,2.0,1.0,1.0,38
67,137.0,0,15000.0,15.0,White,12.0,12.0,12.0,8,1,2.0,0.0,0.0,77
66,170.0,1,18000.0,18.0,White,13.0,13.0,13.0,8,4,2.0,0.0,0.0,32
73,165.0,1,12000.0,12.0,White,12.0,12.0,12.0,7,7,2.0,1.0,1.0,24
74,295.0,1,7000.0,7.0,White,7.0,7.0,7.0,7,1,2.0,1.0,1.0,49
66,121.0,0,0.0,0.0,White,12.0,12.0,12.0,2,2,2.0,2.0,2.0,24
65,130.0,0,1200.0,1.2,White,14.0,14.0,14.0,6,3,2.0,1.0,1.0,22
72,170.0,1,0.0,0.0,White,12.0,12.0,12.0,6,7,2.0,0.0,0.0,18
64,120.0,0,0.0,0.0,White,12.0,12.0,12.0,6,4,2.0,2.0,2.0,18
63,165.0,1,14000.0,14.0,White,12.0,12.0,12.0,1,1,1.0,0.0,0.0,21
63,115.0,0,17000.0,17.0,White,12.0,12.0,12.0,2,1,1.0,3.0,3.0,40
66,150.0,1,30000.0,30.0,White,12.0,12.0,12.0,8,2,2.0,3.0,3.0,42
69,196.0,1,5000.0,5.0,White,6.0,6.0,6.0,8,1,2.0,0.0,0.0,61
72,230.0,1,0.0,0.0,White,10.0,13.6,13.7,1,4,2.0,0.0,0.0,63
64,140.0,0,62000.0,62.0,White,12.0,12.0,12.0,7,1,2.0,0.0,0.0,81
70,260.0,1,25000.0,25.0,White,12.0,13.6,13.7,4,1,2.0,0.0,0.0,53
66,185.0,0,22000.0,22.0,Hispanic,12.0,12.0,12.0,5,2,2.0,0.0,0.0,33
63,130.0,0,15000.0,15.0,White,12.0,12.0,12.0,5,4,1.0,2.0,2.0,21
73,210.0,1,27000.0,27.0,White,12.0,12.0,12.0,3,3,2.0,3.0,3.0,91
63,135.0,0,20000.0,20.0,White,16.0,16.0,16.0,3,5,2.0,0.0,0.0,26
69,160.0,0,9000.0,9.0,White,11.0,11.0,11.0,8,7,2.0,2.0,2.0,34
66,120.0,0,0.0,0.0,White,14.0,14.0,14.0,3,5,2.0,0.0,0.0,24
73,168.0,1,17000.0,17.0,White,12.0,12.0,13.7,4,5,2.0,0.0,0.0,30
65,119.0,0,5000.0,5.0,White,14.0,14.0,14.0,8,1,2.0,4.0,4.0,21
71,145.0,1,15000.0,15.0,White,12.0,12.0,12.0,1,1,1.0,4.0,4.0,21
68,160.0,0,1800.0,1.8,White,12.0,12.0,12.0,6,1,2.0,7.0,7.0,46
64,145.0,0,18000.0,18.0,White,12.0,12.0,12.0,3,1,2.0,1.0,1.0,46
63,120.0,0,25000.0,25.0,White,18.0,18.0,18.0,8,1,2.0,0.0,0.0,42
66,150.0,0,5000.0,5.0,Black,14.0,14.0,14.0,8,6,2.0,2.0,2.0,47
70,220.0,1,20000.0,20.0,Black,16.0,16.0,16.0,8,5,2.0,2.0,2.0,41
64,115.0,0,75000.0,75.0,White,15.0,15.0,15.0,7,4,2.0,1.0,1.0,40
66,170.0,0,3500.0,3.5,White,12.0,12.0,12.0,6,3,2.0,0.0,0.0,40
61,130.0,0,36000.0,36.0,White,12.0,13.6,12.0,8,1,2.0,0.0,0.0,71
72,210.0,1,30000.0,30.0,White,12.0,12.0,12.0,5,3,1.0,3.0,3.0,25
65,145.0,0,25000.0,25.0,White,13.0,13.0,13.0,1,7,1.0,0.0,0.0,78
64,200.0,0,1000.0,1.0,White,14.0,14.0,14.0,3,1,2.0,4.0,4.0,26
68,187.0,1,60000.0,60.0,White,12.0,13.6,13.7,8,1,2.0,0.0,0.0,66
64,170.0,0,5000.0,5.0,White,12.0,13.6,13.7,1,1,2.0,1.0,1.0,73
74,195.0,1,35000.0,35.0,White,13.0,13.6,13.0,8,1,2.0,0.0,0.0,76
67,160.0,1,9000.0,9.0,White,13.0,13.0,13.0,8,1,1.0,0.0,0.0,33
70,184.0,1,35000.0,35.0,White,9.0,9.0,9.0,7,1,2.0,0.0,0.0,84
66,150.0,0,11000.0,11.0,White,10.0,10.0,10.0,6,1,1.0,0.0,0.0,58
71,180.0,1,12000.0,12.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,52
71,170.0,1,30000.0,30.0,White,12.0,12.0,12.0,7,4,1.0,0.0,0.0,43
71,155.0,1,19000.0,19.0,Black,7.0,13.6,13.7,8,1,1.0,0.0,0.0,57
67,215.0,0,5000.0,5.0,White,12.0,12.0,13.7,2,1,2.0,0.0,0.0,46
74,205.0,1,9000.0,9.0,White,9.0,13.6,13.7,1,1,1.0,0.0,0.0,61
75,225.0,1,30000.0,30.0,White,16.0,16.0,16.0,7,2,2.0,0.0,0.0,29
62,118.0,0,0.0,0.0,White,12.0,12.0,12.0,4,1,2.0,5.0,5.0,33
72,150.0,1,9000.0,9.0,White,12.0,12.0,12.0,2,4,2.0,2.0,2.0,32
66,145.0,0,15000.0,15.0,Hispanic,16.0,16.0,16.0,6,5,2.0,0.0,0.0,30
65,135.0,0,8000.0,8.0,Black,12.0,12.0,12.0,8,5,2.0,3.0,3.0,31
70,175.0,1,25000.0,25.0,White,8.0,13.6,13.7,8,1,2.0,7.0,7.0,45
66,129.0,0,10000.0,10.0,White,10.0,10.0,10.0,4,1,2.0,0.0,0.0,75
72,160.0,1,33000.0,33.0,White,12.0,13.6,12.0,8,4,2.0,1.0,1.0,37
70,175.0,1,5000.0,5.0,Black,10.0,13.6,13.7,8,7,2.0,0.0,0.0,60
72,185.0,0,5000.0,5.0,Black,5.0,13.6,13.7,1,1,2.0,0.0,0.0,83
64,237.0,0,15000.0,15.0,Black,9.0,13.6,13.7,8,1,2.0,0.0,0.0,65
60,140.0,0,12000.0,12.0,Hispanic,12.0,12.0,12.0,8,1,2.0,7.0,7.0,28
64,136.0,0,18000.0,18.0,White,15.0,15.0,15.0,3,4,1.0,2.0,2.0,37
61,169.0,0,5000.0,5.0,Hispanic,8.0,8.0,8.0,5,1,2.0,0.0,0.0,33
66,181.0,0,15000.0,15.0,Black,12.0,12.0,12.0,6,1,2.0,0.0,0.0,59
65,193.0,0,30000.0,30.0,White,13.0,13.0,13.0,7,1,2.0,0.0,0.0,61
65,198.0,0,12500.0,12.5,White,12.0,12.0,12.0,5,4,2.0,3.0,3.0,32
62,145.0,0,10000.0,10.0,Black,12.0,13.6,12.0,1,1,2.0,0.0,0.0,36
68,212.0,1,8500.0,8.5,Black,13.0,13.0,13.0,1,1,2.0,0.0,0.0,71
67,205.0,0,15000.0,15.0,White,13.0,13.0,13.0,1,2,2.0,0.0,0.0,36
73,175.0,1,21000.0,21.0,Black,14.0,14.0,14.0,8,1,2.0,0.0,0.0,46
63,122.0,0,0.0,0.0,White,12.0,12.0,12.0,8,6,2.0,0.0,0.0,29
64,153.0,0,21000.0,21.0,White,12.0,12.0,12.0,2,1,2.0,0.0,0.0,77
70,210.0,1,40000.0,40.0,White,12.0,12.0,12.0,7,2,2.0,0.0,0.0,47
